Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
SVM,meanRecall,cv_SVM_train.meanRecall,0.766,Laptop,Part_Of_Speech,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.670890857,Laptop,Part_Of_Speech,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.689173529,Laptop,Part_Of_Speech,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.693,Laptop,Part_Of_Speech,6k
BG,meanRecall,cv_BG_train.meanRecall,0.68,Laptop,Part_Of_Speech,6k
BG,meanFscore,cv_BG_train.meanFscore,0.686152211,Laptop,Part_Of_Speech,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.610617953,Laptop,Part_Of_Speech,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.643,Laptop,Part_Of_Speech,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.515,Laptop,Part_Of_Speech,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.563274044,Laptop,Part_Of_Speech,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.697374691,Laptop,Part_Of_Speech,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.707,Laptop,Part_Of_Speech,6k
RF,meanRecall,cv_RF_train.meanRecall,0.679,Laptop,Part_Of_Speech,6k
RF,meanFscore,cv_RF_train.meanFscore,0.69238448,Laptop,Part_Of_Speech,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499900356,Laptop,Part_Of_Speech,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Laptop,Part_Of_Speech,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Part_Of_Speech,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666402173,Laptop,Part_Of_Speech,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.635951085,Laptop,Part_Of_Speech,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.656,Laptop,Part_Of_Speech,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.576,Laptop,Part_Of_Speech,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.611974309,Laptop,Part_Of_Speech,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.922139023,Laptop,Part_Of_Speech,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.704,Laptop,Part_Of_Speech,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.841,Laptop,Part_Of_Speech,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.761604362,Laptop,Part_Of_Speech,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.753757922,Laptop,Composite_Numerical,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.73,Laptop,Composite_Numerical,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.83,Laptop,Composite_Numerical,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.771706347,Laptop,Composite_Numerical,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.841404705,Laptop,Composite_Numerical,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.852,Laptop,Composite_Numerical,6k
MX,meanRecall,cv_MX_train.meanRecall,0.829,Laptop,Composite_Numerical,6k
MX,meanFscore,cv_MX_train.meanFscore,0.840134938,Laptop,Composite_Numerical,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.565078353,Laptop,Composite_Numerical,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.542,Laptop,Composite_Numerical,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.847,Laptop,Composite_Numerical,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.660496731,Laptop,Composite_Numerical,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.82750268,Laptop,Composite_Numerical,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.823,Laptop,Composite_Numerical,6k
BG,meanRecall,cv_BG_train.meanRecall,0.837,Laptop,Composite_Numerical,6k
BG,meanFscore,cv_BG_train.meanFscore,0.829787654,Laptop,Composite_Numerical,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.812608362,Laptop,Composite_Numerical,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.79,Laptop,Composite_Numerical,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.852,Laptop,Composite_Numerical,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.818785582,Laptop,Composite_Numerical,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.841331745,Laptop,Composite_Numerical,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.834,Laptop,Composite_Numerical,6k
RF,meanRecall,cv_RF_train.meanRecall,0.853,Laptop,Composite_Numerical,6k
RF,meanFscore,cv_RF_train.meanFscore,0.843213837,Laptop,Composite_Numerical,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499900356,Laptop,Composite_Numerical,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Laptop,Composite_Numerical,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Composite_Numerical,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666402173,Laptop,Composite_Numerical,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.790179118,Laptop,Composite_Numerical,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.801,Laptop,Composite_Numerical,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.78,Laptop,Composite_Numerical,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.789869415,Laptop,Composite_Numerical,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.896706227,Laptop,Composite_Numerical,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.868,Laptop,Composite_Numerical,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.858,Laptop,Composite_Numerical,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.862625133,Laptop,Composite_Numerical,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.799950455,Mobile,Unigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.807,Mobile,Unigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.79,Mobile,Unigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.797599415,Mobile,Unigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.895887791,Mobile,Unigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.9,Mobile,Unigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.893,Mobile,Unigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.896390763,Mobile,Unigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.803760874,Mobile,Unigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.827,Mobile,Unigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.77,Mobile,Unigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.797174052,Mobile,Unigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.796715605,Mobile,Unigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.797,Mobile,Unigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.794,Mobile,Unigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.795344113,Mobile,Unigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.750201931,Mobile,Unigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.717,Mobile,Unigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.826,Mobile,Unigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.767462584,Mobile,Unigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.851978286,Mobile,Unigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.864,Mobile,Unigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.835,Mobile,Unigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.849070072,Mobile,Unigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500569228,Mobile,Unigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Mobile,Unigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Unigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667101842,Mobile,Unigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.832073825,Mobile,Unigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.827,Mobile,Unigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.84,Mobile,Unigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.833274201,Mobile,Unigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913153028,Mobile,Unigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.879,Mobile,Unigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.833,Mobile,Unigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.854146655,Mobile,Unigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.798924591,Mobile,Unigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.8,Mobile,Unigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.798,Mobile,Unigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.797421627,Mobile,Unigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.907836705,Mobile,Unigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.91,Mobile,Unigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.906,Mobile,Unigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.907877916,Mobile,Unigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.645585854,Mobile,Unigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.617,Mobile,Unigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.774,Mobile,Unigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.685938991,Mobile,Unigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.853726542,Mobile,Unigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.853,Mobile,Unigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.855,Mobile,Unigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.85389501,Mobile,Unigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.826302256,Mobile,Unigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.784,Mobile,Unigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.9,Mobile,Unigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.837857627,Mobile,Unigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.875074556,Mobile,Unigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.87,Mobile,Unigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.883,Mobile,Unigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.87617231,Mobile,Unigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500271046,Mobile,Unigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Mobile,Unigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Unigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667360682,Mobile,Unigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.843738924,Mobile,Unigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.848,Mobile,Unigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.838,Mobile,Unigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.842732715,Mobile,Unigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.916341496,Mobile,Unigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.897,Mobile,Unigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.894,Mobile,Unigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.894977858,Mobile,Unigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.823948371,Mobile,Unigram_Bigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.844,Mobile,Unigram_Bigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.794,Mobile,Unigram_Bigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.817705414,Mobile,Unigram_Bigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.916312861,Mobile,Unigram_Bigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.916,Mobile,Unigram_Bigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.917,Mobile,Unigram_Bigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.916442467,Mobile,Unigram_Bigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.814540744,Mobile,Unigram_Bigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.833,Mobile,Unigram_Bigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.788,Mobile,Unigram_Bigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.809289104,Mobile,Unigram_Bigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.819964537,Mobile,Unigram_Bigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.826,Mobile,Unigram_Bigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.812,Mobile,Unigram_Bigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.818191739,Mobile,Unigram_Bigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.745907059,Mobile,Unigram_Bigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.709,Mobile,Unigram_Bigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.838,Mobile,Unigram_Bigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.767353736,Mobile,Unigram_Bigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.869134969,Mobile,Unigram_Bigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.879,Mobile,Unigram_Bigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.854,Mobile,Unigram_Bigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.866069171,Mobile,Unigram_Bigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499731227,Mobile,Unigram_Bigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Mobile,Unigram_Bigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Unigram_Bigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665485109,Mobile,Unigram_Bigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.855940768,Mobile,Unigram_Bigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.858,Mobile,Unigram_Bigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.853,Mobile,Unigram_Bigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.854987701,Mobile,Unigram_Bigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.91543265,Mobile,Unigram_Bigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.899,Mobile,Unigram_Bigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.832,Mobile,Unigram_Bigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.863634227,Mobile,Unigram_Bigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.82339635,Mobile,Unigram_Bigram_Trigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.848,Mobile,Unigram_Bigram_Trigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.788,Mobile,Unigram_Bigram_Trigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.816359842,Mobile,Unigram_Bigram_Trigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.915903796,Mobile,Unigram_Bigram_Trigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.916,Mobile,Unigram_Bigram_Trigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.916,Mobile,Unigram_Bigram_Trigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.915863673,Mobile,Unigram_Bigram_Trigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.818113785,Mobile,Unigram_Bigram_Trigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.837,Mobile,Unigram_Bigram_Trigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.788,Mobile,Unigram_Bigram_Trigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.811670044,Mobile,Unigram_Bigram_Trigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.81720094,Mobile,Unigram_Bigram_Trigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.816,Mobile,Unigram_Bigram_Trigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.817,Mobile,Unigram_Bigram_Trigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.816049508,Mobile,Unigram_Bigram_Trigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.745558523,Mobile,Unigram_Bigram_Trigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.706,Mobile,Unigram_Bigram_Trigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.839,Mobile,Unigram_Bigram_Trigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.766634774,Mobile,Unigram_Bigram_Trigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.86649879,Mobile,Unigram_Bigram_Trigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.875,Mobile,Unigram_Bigram_Trigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.857,Mobile,Unigram_Bigram_Trigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.865673764,Mobile,Unigram_Bigram_Trigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499886109,Mobile,Unigram_Bigram_Trigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Mobile,Unigram_Bigram_Trigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Unigram_Bigram_Trigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665581428,Mobile,Unigram_Bigram_Trigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.857868596,Mobile,Unigram_Bigram_Trigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.867,Mobile,Unigram_Bigram_Trigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.849,Mobile,Unigram_Bigram_Trigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.857615508,Mobile,Unigram_Bigram_Trigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.915124492,Mobile,Unigram_Bigram_Trigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.887,Mobile,Unigram_Bigram_Trigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.846,Mobile,Unigram_Bigram_Trigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.865533849,Mobile,Unigram_Bigram_Trigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.828824998,Mobile,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.847,Mobile,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.802,Mobile,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.823367714,Mobile,Unigram_Bigram_Trigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.917132593,Mobile,Unigram_Bigram_Trigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.917,Mobile,Unigram_Bigram_Trigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.916,Mobile,Unigram_Bigram_Trigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.916381838,Mobile,Unigram_Bigram_Trigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.653240391,Mobile,Unigram_Bigram_Trigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.624,Mobile,Unigram_Bigram_Trigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.777,Mobile,Unigram_Bigram_Trigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.691582632,Mobile,Unigram_Bigram_Trigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.856510008,Mobile,Unigram_Bigram_Trigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.855,Mobile,Unigram_Bigram_Trigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.858,Mobile,Unigram_Bigram_Trigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.856323151,Mobile,Unigram_Bigram_Trigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.826302256,Mobile,Unigram_Bigram_Trigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.784,Mobile,Unigram_Bigram_Trigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.9,Mobile,Unigram_Bigram_Trigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.837857627,Mobile,Unigram_Bigram_Trigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.874129242,Mobile,Unigram_Bigram_Trigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.868,Mobile,Unigram_Bigram_Trigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.884,Mobile,Unigram_Bigram_Trigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.875662456,Mobile,Unigram_Bigram_Trigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500271046,Mobile,Unigram_Bigram_Trigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Mobile,Unigram_Bigram_Trigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Unigram_Bigram_Trigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667360682,Mobile,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.825898074,Mobile,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.832,Mobile,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.818,Mobile,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.824671718,Mobile,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.906100628,Mobile,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.886,Mobile,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.887,Mobile,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.886075329,Mobile,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.757178821,Mobile,Neg_Pos,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.703,Mobile,Neg_Pos,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.9,Mobile,Neg_Pos,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.788813635,Mobile,Neg_Pos,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.82988473,Mobile,Neg_Pos,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.831,Mobile,Neg_Pos,6k
MX,meanRecall,cv_MX_train.meanRecall,0.827,Mobile,Neg_Pos,6k
MX,meanFscore,cv_MX_train.meanFscore,0.828710227,Mobile,Neg_Pos,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.578642345,Mobile,Neg_Pos,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.555,Mobile,Neg_Pos,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.803,Mobile,Neg_Pos,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.655809224,Mobile,Neg_Pos,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.812944688,Mobile,Neg_Pos,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.817,Mobile,Neg_Pos,6k
BG,meanRecall,cv_BG_train.meanRecall,0.807,Mobile,Neg_Pos,6k
BG,meanFscore,cv_BG_train.meanFscore,0.81154962,Mobile,Neg_Pos,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.819161816,Mobile,Neg_Pos,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.786,Mobile,Neg_Pos,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.876,Mobile,Neg_Pos,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.828356455,Mobile,Neg_Pos,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.83150838,Mobile,Neg_Pos,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.833,Mobile,Neg_Pos,6k
RF,meanRecall,cv_RF_train.meanRecall,0.829,Mobile,Neg_Pos,6k
RF,meanFscore,cv_RF_train.meanFscore,0.830662955,Mobile,Neg_Pos,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500279784,Mobile,Neg_Pos,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.502,Mobile,Neg_Pos,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Neg_Pos,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.668290639,Mobile,Neg_Pos,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.795406859,Mobile,Neg_Pos,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.805,Mobile,Neg_Pos,6k
